gender,age,occupation,lower_wage,upper_wage,middle_salary
F,43,5,40000,55000,47500
F,61,5,40000,60000,50000
F,45,5,40000,60000,50000
F,45,5,40000,60000,50000
F,44,5,40000,55000,47500
F,42,5,40000,55000,47500
F,54,5,40000,60000,50000
F,62,5,40000,60000,50000
F,44,5,40000,55000,47500
F,25,5,30000,40000,35000
F,64,5,40000,60000,50000
F,28,5,35000,45000,40000
F,58,5,40000,60000,50000
F,32,5,35000,45000,40000
F,44,5,40000,55000,47500
F,37,5,35000,45000,40000
F,40,5,40000,55000,47500
F,32,5,35000,45000,40000
F,39,5,40000,55000,47500
F,49,5,40000,55000,47500
F,27,5,35000,45000,40000
F,56,5,40000,60000,50000
F,29,5,35000,45000,40000
F,35,5,35000,45000,40000
F,65,5,40000,60000,50000
F,44,5,40000,55000,47500
F,51,5,40000,60000,50000
F,36,5,35000,45000,40000
F,58,5,45000,65000,55000
F,57,5,40000,60000,50000
F,54,5,40000,60000,50000
F,35,5,35000,45000,40000
F,26,5,30000,40000,35000
F,26,5,30000,40000,35000
F,56,5,40000,60000,50000
F,44,5,40000,55000,47500
F,31,5,35000,45000,40000
F,37,5,35000,55000,45000
F,30,5,35000,45000,40000
F,33,5,35000,45000,40000
F,64,5,40000,60000,50000
F,65,5,40000,60000,50000
F,49,5,40000,60000,50000
F,29,5,35000,45000,40000
F,41,5,40000,55000,47500
F,46,5,40000,55000,47500
F,46,5,40000,55000,47500
F,31,5,35000,45000,40000
F,64,5,40000,60000,50000
F,30,5,35000,45000,40000
F,29,5,35000,45000,40000
F,47,5,40000,55000,47500
F,60,5,40000,60000,50000
F,42,5,35000,55000,45000
F,58,5,40000,60000,50000
F,54,5,40000,60000,50000
F,26,5,30000,40000,35000
F,63,5,35000,55000,45000
F,29,5,35000,45000,40000
F,26,5,30000,40000,35000
F,34,5,35000,45000,40000
F,43,5,40000,55000,47500
F,65,5,40000,60000,50000
F,44,5,40000,55000,47500
F,33,5,35000,45000,40000
F,47,5,40000,60000,50000
F,25,5,30000,40000,35000
F,42,5,40000,55000,47500
F,60,5,40000,60000,50000
F,42,5,40000,55000,47500
F,40,5,40000,55000,47500
F,50,5,40000,60000,50000
F,36,5,35000,45000,40000
F,45,5,40000,60000,50000
F,44,5,40000,55000,47500
F,26,5,30000,40000,35000
F,44,5,40000,55000,47500
F,39,5,40000,55000,47500
F,39,5,35000,55000,45000
F,51,5,40000,60000,50000
F,60,5,40000,60000,50000
F,56,5,45000,65000,55000
F,62,5,40000,60000,50000
F,50,5,40000,60000,50000
F,58,5,40000,60000,50000
F,58,5,40000,60000,50000
F,43,5,40000,55000,47500
F,54,5,40000,60000,50000
F,28,5,35000,45000,40000
F,41,5,40000,55000,47500
F,49,5,40000,55000,47500
F,37,5,35000,45000,40000
F,41,5,40000,55000,47500
F,57,5,40000,60000,50000
F,41,5,40000,55000,47500
F,47,5,40000,60000,50000
F,52,5,40000,60000,50000
F,33,5,35000,45000,40000
F,48,5,40000,60000,50000
F,25,5,30000,40000,35000
F,40,5,40000,55000,47500
F,32,5,35000,45000,40000
F,45,5,40000,60000,50000
F,54,5,40000,60000,50000
F,35,5,35000,45000,40000
F,65,5,40000,60000,50000
F,37,5,35000,45000,40000
F,38,5,35000,55000,45000
F,25,5,30000,45000,37500
F,52,5,40000,60000,50000
F,63,5,40000,60000,50000
F,35,5,35000,45000,40000
F,48,5,40000,60000,50000
F,56,5,40000,60000,50000
F,34,5,35000,45000,40000
F,30,5,35000,45000,40000
F,62,5,40000,60000,50000
F,55,5,40000,60000,50000
F,60,5,40000,60000,50000
F,33,5,35000,45000,40000
F,58,5,45000,65000,55000
F,40,5,40000,55000,47500
F,52,5,40000,60000,50000
F,42,5,40000,55000,47500
F,50,5,45000,65000,55000
F,39,5,35000,55000,45000
F,57,5,40000,60000,50000
F,25,5,30000,40000,35000
F,48,5,45000,65000,55000
F,55,5,40000,60000,50000
F,37,5,35000,50000,42500
F,50,5,40000,60000,50000
F,55,5,40000,60000,50000
F,41,5,40000,55000,47500
F,53,5,40000,60000,50000
F,51,5,40000,60000,50000
F,44,5,40000,60000,50000
F,48,5,40000,60000,50000
F,61,5,40000,60000,50000
F,42,5,40000,55000,47500
F,37,5,35000,45000,40000
F,49,5,40000,55000,47500
F,38,5,40000,55000,47500
F,28,5,35000,45000,40000
F,34,5,35000,45000,40000
F,47,5,40000,60000,50000
F,63,5,40000,60000,50000
F,39,5,35000,55000,45000
F,29,5,35000,45000,40000
F,35,5,35000,45000,40000
F,46,5,40000,60000,50000
F,53,5,40000,60000,50000
F,26,5,30000,45000,37500
F,25,5,30000,40000,35000
F,34,5,35000,45000,40000
F,56,5,40000,60000,50000
F,46,5,40000,55000,47500
F,56,5,40000,60000,50000
F,48,5,40000,60000,50000
F,65,5,40000,60000,50000
F,45,5,40000,60000,50000
F,60,5,40000,60000,50000
F,42,5,40000,55000,47500
F,50,5,40000,60000,50000
F,48,5,40000,55000,47500
F,59,5,40000,60000,50000
F,54,5,40000,60000,50000
F,58,5,40000,60000,50000
F,65,5,40000,60000,50000
F,59,5,40000,60000,50000
F,53,5,40000,60000,50000
F,39,5,35000,50000,42500
F,40,5,40000,55000,47500
F,31,5,35000,45000,40000
F,31,5,35000,45000,40000
F,39,5,35000,55000,45000
F,27,5,35000,45000,40000
F,50,5,40000,60000,50000
F,58,5,40000,60000,50000
F,26,5,30000,45000,37500
F,60,5,40000,60000,50000
F,54,5,40000,60000,50000
F,46,5,40000,60000,50000
F,36,5,35000,45000,40000
F,60,5,40000,60000,50000
F,43,5,40000,55000,47500
F,25,5,30000,40000,35000
F,32,5,35000,45000,40000
F,39,5,35000,50000,42500
F,55,5,40000,60000,50000
F,64,5,40000,60000,50000
F,41,5,35000,55000,45000
F,59,5,40000,60000,50000
F,57,5,40000,60000,50000
F,49,5,40000,60000,50000
F,57,5,40000,60000,50000
F,61,5,40000,60000,50000
F,53,5,45000,65000,55000
F,47,5,40000,60000,50000
F,28,5,35000,45000,40000
F,29,5,35000,45000,40000
F,54,5,40000,60000,50000
F,27,5,35000,45000,40000
F,58,5,40000,60000,50000
F,38,5,35000,50000,42500
F,39,5,35000,55000,45000
F,54,5,40000,60000,50000
F,43,5,40000,55000,47500
F,58,5,40000,60000,50000
